Java HotSpot(TM) 64-Bit Server VM (25.0-b70) for linux-amd64 JRE (1.8.0-b132), built on Mar  4 2014 03:07:25 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
Memory: 4k page, physical 32865776k(30163980k free), swap 2047992k(2047992k free)
CommandLine flags: -XX:CMSInitiatingOccupancyFraction=30 -XX:InitialHeapSize=25769803776 -XX:MaxHeapSize=25769803776 -XX:MaxNewSize=134217728 -XX:MaxTenuringThreshold=6 -XX:NewSize=134217728 -XX:OldPLABSize=16 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:ThreadStackSize=2048 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseParNewGC 
2014-04-09T12:18:59.241+0900: 2.242: [GC (CMS Initial Mark) [1 CMS-initial-mark: 0K(25034752K)] 50411K(25152768K), 0.0633407 secs] [Times: user=0.20 sys=0.00, real=0.06 secs] 
2014-04-09T12:18:59.305+0900: 2.306: [CMS-concurrent-mark-start]
2014-04-09T12:18:59.314+0900: 2.315: [CMS-concurrent-mark: 0.009/0.009 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2014-04-09T12:18:59.314+0900: 2.315: [CMS-concurrent-preclean-start]
2014-04-09T12:18:59.429+0900: 2.430: [CMS-concurrent-preclean: 0.115/0.115 secs] [Times: user=0.38 sys=0.03, real=0.11 secs] 
2014-04-09T12:18:59.429+0900: 2.430: [CMS-concurrent-abortable-preclean-start]
2014-04-09T12:19:01.043+0900: 4.044: [GC (Allocation Failure) 4.045: [ParNew: 104960K->12684K(118016K), 0.0639888 secs] 104960K->12684K(25152768K), 0.0641097 secs] [Times: user=0.73 sys=0.03, real=0.06 secs] 
2014-04-09T12:19:10.469+0900: 13.470: [GC (Allocation Failure) 13.470: [ParNew: 118016K->13056K(118016K), 0.1582314 secs] 368009K->296825K(25152768K), 0.1585583 secs] [Times: user=1.76 sys=0.03, real=0.16 secs] 
2014-04-09T12:19:10.735+0900: 13.736: [GC (Allocation Failure) 13.736: [ParNew: 118016K->13056K(118016K), 0.1344523 secs] 401785K->324942K(25152768K), 0.1348391 secs] [Times: user=1.55 sys=0.04, real=0.13 secs] 
2014-04-09T12:19:10.971+0900: 13.972: [GC (Allocation Failure) 13.972: [ParNew: 118016K->13056K(118016K), 0.1695279 secs] 429902K->355463K(25152768K), 0.1699571 secs] [Times: user=1.97 sys=0.03, real=0.17 secs] 
2014-04-09T12:19:11.247+0900: 14.248: [GC (Allocation Failure) 14.248: [ParNew: 118016K->13056K(118016K), 0.1722426 secs] 460423K->388061K(25152768K), 0.1726185 secs] [Times: user=1.58 sys=0.03, real=0.17 secs] 
2014-04-09T12:19:11.510+0900: 14.511: [GC (Allocation Failure) 14.511: [ParNew: 118016K->13056K(118016K), 0.1255925 secs] 493021K->417490K(25152768K), 0.1259717 secs] [Times: user=1.29 sys=0.03, real=0.13 secs] 
2014-04-09T12:19:11.748+0900: 14.749: [GC (Allocation Failure) 14.750: [ParNew: 118016K->13056K(118016K), 0.1435799 secs] 522450K->448395K(25152768K), 0.1439494 secs] [Times: user=1.60 sys=0.04, real=0.15 secs] 
2014-04-09T12:19:12.059+0900: 15.060: [GC (Allocation Failure) 15.060: [ParNew: 118016K->13056K(118016K), 0.1025706 secs] 553355K->467220K(25152768K), 0.1029459 secs] [Times: user=1.35 sys=0.01, real=0.11 secs] 
2014-04-09T12:19:12.316+0900: 15.317: [GC (Allocation Failure) 15.317: [ParNew: 118016K->13056K(118016K), 0.0707830 secs] 572180K->481616K(25152768K), 0.0711515 secs] [Times: user=0.83 sys=0.01, real=0.07 secs] 
2014-04-09T12:19:12.505+0900: 15.506: [GC (Allocation Failure) 15.507: [ParNew: 118016K->13056K(118016K), 0.0851480 secs] 586576K->500436K(25152768K), 0.0855157 secs] [Times: user=1.08 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:12.693+0900: 15.694: [GC (Allocation Failure) 15.694: [ParNew: 118016K->13056K(118016K), 0.0882811 secs] 605396K->515634K(25152768K), 0.0886496 secs] [Times: user=1.11 sys=0.02, real=0.09 secs] 
2014-04-09T12:19:12.877+0900: 15.878: [GC (Allocation Failure) 15.878: [ParNew: 118016K->13056K(118016K), 0.0863314 secs] 620594K->533170K(25152768K), 0.0866568 secs] [Times: user=1.05 sys=0.02, real=0.09 secs] 
2014-04-09T12:19:13.049+0900: 16.050: [GC (Allocation Failure) 16.050: [ParNew: 118016K->13056K(118016K), 0.0790895 secs] 638130K->548963K(25152768K), 0.0794591 secs] [Times: user=0.99 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:13.212+0900: 16.214: [GC (Allocation Failure) 16.214: [ParNew: 118016K->13056K(118016K), 0.0828654 secs] 653923K->564534K(25152768K), 0.0832337 secs] [Times: user=1.04 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:13.377+0900: 16.378: [GC (Allocation Failure) 16.378: [ParNew: 118016K->13056K(118016K), 0.0736172 secs] 669494K->581886K(25152768K), 0.0739872 secs] [Times: user=0.83 sys=0.01, real=0.07 secs] 
2014-04-09T12:19:13.537+0900: 16.538: [GC (Allocation Failure) 16.538: [ParNew: 118016K->13056K(118016K), 0.0747859 secs] 686846K->597883K(25152768K), 0.0751163 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:13.692+0900: 16.693: [GC (Allocation Failure) 16.693: [ParNew: 118016K->13056K(118016K), 0.0807725 secs] 702843K->614973K(25152768K), 0.0810984 secs] [Times: user=0.91 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:13.857+0900: 16.858: [GC (Allocation Failure) 16.858: [ParNew: 118016K->13056K(118016K), 0.0704124 secs] 719933K->631135K(25152768K), 0.0707573 secs] [Times: user=0.79 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:14.018+0900: 17.019: [GC (Allocation Failure) 17.019: [ParNew: 118016K->13056K(118016K), 0.0778485 secs] 736095K->648261K(25152768K), 0.0781723 secs] [Times: user=0.81 sys=0.03, real=0.08 secs] 
2014-04-09T12:19:14.180+0900: 17.181: [GC (Allocation Failure) 17.181: [ParNew: 118014K->13056K(118016K), 0.0797157 secs] 753220K->665034K(25152768K), 0.0800425 secs] [Times: user=0.94 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:14.340+0900: 17.341: [GC (Allocation Failure) 17.342: [ParNew: 118016K->13056K(118016K), 0.0701003 secs] 769994K->680911K(25152768K), 0.0704294 secs] [Times: user=0.76 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:14.490+0900: 17.491: [GC (Allocation Failure) 17.491: [ParNew: 118016K->13056K(118016K), 0.0780389 secs] 785871K->697037K(25152768K), 0.0783663 secs] [Times: user=0.88 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:14.645+0900: 17.646: [GC (Allocation Failure) 17.646: [ParNew: 118016K->13056K(118016K), 0.0771077 secs] 801997K->714196K(25152768K), 0.0774425 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:14.800+0900: 17.801: [GC (Allocation Failure) 17.802: [ParNew: 118016K->13056K(118016K), 0.0837410 secs] 819156K->730181K(25152768K), 0.0840772 secs] [Times: user=0.95 sys=0.01, real=0.09 secs] 
2014-04-09T12:19:14.964+0900: 17.965: [GC (Allocation Failure) 17.965: [ParNew: 118016K->13056K(118016K), 0.0730370 secs] 835141K->748002K(25152768K), 0.0733666 secs] [Times: user=0.76 sys=0.03, real=0.07 secs] 
2014-04-09T12:19:15.129+0900: 18.130: [GC (Allocation Failure) 18.130: [ParNew: 118016K->13056K(118016K), 0.0792283 secs] 852962K->764941K(25152768K), 0.0795601 secs] [Times: user=0.92 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:15.298+0900: 18.299: [GC (Allocation Failure) 18.300: [ParNew: 118016K->13056K(118016K), 0.0787902 secs] 869901K->781269K(25152768K), 0.0791267 secs] [Times: user=0.92 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:15.461+0900: 18.462: [GC (Allocation Failure) 18.462: [ParNew: 118016K->13056K(118016K), 0.0757902 secs] 886229K->797051K(25152768K), 0.0761237 secs] [Times: user=0.91 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:15.614+0900: 18.615: [GC (Allocation Failure) 18.615: [ParNew: 118016K->13056K(118016K), 0.0840425 secs] 902011K->814655K(25152768K), 0.0843704 secs] [Times: user=0.89 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:15.776+0900: 18.777: [GC (Allocation Failure) 18.777: [ParNew: 118016K->13056K(118016K), 0.0765472 secs] 919615K->831297K(25152768K), 0.0768879 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:15.935+0900: 18.936: [GC (Allocation Failure) 18.936: [ParNew: 118016K->13056K(118016K), 0.0811522 secs] 936257K->848294K(25152768K), 0.0815337 secs] [Times: user=0.88 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:16.095+0900: 19.097: [GC (Allocation Failure) 19.097: [ParNew: 118016K->13056K(118016K), 0.0781051 secs] 953254K->864036K(25152768K), 0.0784763 secs] [Times: user=0.87 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:16.257+0900: 19.258: [GC (Allocation Failure) 19.258: [ParNew: 118016K->13056K(118016K), 0.0824826 secs] 968996K->880328K(25152768K), 0.0828617 secs] [Times: user=0.92 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:16.418+0900: 19.419: [GC (Allocation Failure) 19.419: [ParNew: 118016K->13056K(118016K), 0.0725349 secs] 985288K->896979K(25152768K), 0.0729098 secs] [Times: user=0.77 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:16.569+0900: 19.571: [GC (Allocation Failure) 19.571: [ParNew: 118016K->13056K(118016K), 0.0684832 secs] 1001939K->913177K(25152768K), 0.0688616 secs] [Times: user=0.76 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:16.722+0900: 19.723: [GC (Allocation Failure) 19.723: [ParNew: 118016K->13056K(118016K), 0.0915891 secs] 1018137K->929662K(25152768K), 0.0919658 secs] [Times: user=1.10 sys=0.03, real=0.10 secs] 
2014-04-09T12:19:16.896+0900: 19.898: [GC (Allocation Failure) 19.898: [ParNew: 118016K->13056K(118016K), 0.0839289 secs] 1034622K->946653K(25152768K), 0.0842645 secs] [Times: user=0.86 sys=0.03, real=0.08 secs] 
2014-04-09T12:19:17.058+0900: 20.059: [GC (Allocation Failure) 20.059: [ParNew: 118016K->13056K(118016K), 0.0778596 secs] 1051613K->961479K(25152768K), 0.0781939 secs] [Times: user=0.87 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:17.219+0900: 20.221: [GC (Allocation Failure) 20.221: [ParNew: 118016K->13056K(118016K), 0.0813174 secs] 1066439K->978823K(25152768K), 0.0816467 secs] [Times: user=0.89 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:17.378+0900: 20.379: [GC (Allocation Failure) 20.379: [ParNew: 118016K->13056K(118016K), 0.0837755 secs] 1083783K->997925K(25152768K), 0.0841079 secs] [Times: user=0.94 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:17.543+0900: 20.544: [GC (Allocation Failure) 20.544: [ParNew: 118016K->13056K(118016K), 0.0744224 secs] 1102885K->1016254K(25152768K), 0.0747552 secs] [Times: user=0.84 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:17.693+0900: 20.694: [GC (Allocation Failure) 20.694: [ParNew: 118016K->13056K(118016K), 0.0746793 secs] 1121214K->1031950K(25152768K), 0.0750220 secs] [Times: user=0.82 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:17.843+0900: 20.844: [GC (Allocation Failure) 20.844: [ParNew: 118016K->13056K(118016K), 0.0792948 secs] 1136910K->1048526K(25152768K), 0.0796328 secs] [Times: user=0.88 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:18.000+0900: 21.001: [GC (Allocation Failure) 21.001: [ParNew: 118016K->13056K(118016K), 0.0718016 secs] 1153486K->1063724K(25152768K), 0.0721326 secs] [Times: user=0.78 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:18.147+0900: 21.148: [GC (Allocation Failure) 21.148: [ParNew: 118016K->13056K(118016K), 0.0785793 secs] 1168684K->1080150K(25152768K), 0.0789125 secs] [Times: user=0.86 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:18.303+0900: 21.304: [GC (Allocation Failure) 21.304: [ParNew: 118016K->13056K(118016K), 0.0789768 secs] 1185110K->1097861K(25152768K), 0.0793085 secs] [Times: user=0.86 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:18.457+0900: 21.458: [GC (Allocation Failure) 21.458: [ParNew: 118016K->13056K(118016K), 0.0824881 secs] 1202821K->1113063K(25152768K), 0.0828211 secs] [Times: user=0.92 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:18.612+0900: 21.613: [GC (Allocation Failure) 21.613: [ParNew: 118016K->13056K(118016K), 0.0756051 secs] 1218023K->1129246K(25152768K), 0.0759367 secs] [Times: user=0.83 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:18.766+0900: 21.767: [GC (Allocation Failure) 21.767: [ParNew: 118016K->13056K(118016K), 0.0813321 secs] 1234206K->1146074K(25152768K), 0.0816712 secs] [Times: user=0.89 sys=0.03, real=0.08 secs] 
2014-04-09T12:19:18.921+0900: 21.922: [GC (Allocation Failure) 21.923: [ParNew: 118016K->13056K(118016K), 0.0744455 secs] 1251034K->1163354K(25152768K), 0.0747769 secs] [Times: user=0.79 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:19.070+0900: 22.071: [GC (Allocation Failure) 22.071: [ParNew: 118016K->13056K(118016K), 0.0833021 secs] 1268314K->1180257K(25152768K), 0.0836368 secs] [Times: user=0.91 sys=0.03, real=0.09 secs] 
2014-04-09T12:19:19.245+0900: 22.247: [GC (Allocation Failure) 22.247: [ParNew: 118016K->13056K(118016K), 0.0801477 secs] 1285217K->1198550K(25152768K), 0.0804780 secs] [Times: user=0.94 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:19.406+0900: 22.407: [GC (Allocation Failure) 22.408: [ParNew: 118016K->13056K(118016K), 0.0763784 secs] 1303510K->1212950K(25152768K), 0.0767176 secs] [Times: user=0.86 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:19.563+0900: 22.564: [GC (Allocation Failure) 22.564: [ParNew: 118016K->13056K(118016K), 0.0818032 secs] 1317910K->1229906K(25152768K), 0.0821435 secs] [Times: user=0.89 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:19.722+0900: 22.723: [GC (Allocation Failure) 22.723: [ParNew: 118016K->13056K(118016K), 0.0712830 secs] 1334866K->1246812K(25152768K), 0.0716132 secs] [Times: user=0.75 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:19.872+0900: 22.873: [GC (Allocation Failure) 22.874: [ParNew: 118016K->13056K(118016K), 0.0828351 secs] 1351772K->1262928K(25152768K), 0.0831967 secs] [Times: user=0.92 sys=0.02, real=0.09 secs] 
2014-04-09T12:19:20.029+0900: 23.030: [GC (Allocation Failure) 23.030: [ParNew: 118016K->13056K(118016K), 0.0790851 secs] 1367888K->1280264K(25152768K), 0.0794228 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:20.181+0900: 23.182: [GC (Allocation Failure) 23.183: [ParNew: 118015K->13056K(118016K), 0.0760008 secs] 1385224K->1296944K(25152768K), 0.0763408 secs] [Times: user=0.81 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:20.334+0900: 23.335: [GC (Allocation Failure) 23.335: [ParNew: 118016K->13056K(118016K), 0.0783239 secs] 1401904K->1314886K(25152768K), 0.0786614 secs] [Times: user=0.85 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:20.487+0900: 23.488: [GC (Allocation Failure) 23.489: [ParNew: 118016K->13056K(118016K), 0.0765901 secs] 1419846K->1329114K(25152768K), 0.0769316 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:20.641+0900: 23.642: [GC (Allocation Failure) 23.642: [ParNew: 118016K->13056K(118016K), 0.0752225 secs] 1434074K->1347220K(25152768K), 0.0755584 secs] [Times: user=0.78 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:20.795+0900: 23.796: [GC (Allocation Failure) 23.796: [ParNew: 118016K->13056K(118016K), 0.0796405 secs] 1452180K->1362807K(25152768K), 0.0799734 secs] [Times: user=0.87 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:20.950+0900: 23.952: [GC (Allocation Failure) 23.952: [ParNew: 118016K->13056K(118016K), 0.0759033 secs] 1467767K->1380526K(25152768K), 0.0762367 secs] [Times: user=0.80 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:21.110+0900: 24.111: [GC (Allocation Failure) 24.111: [ParNew: 117893K->13056K(118016K), 0.0824925 secs] 1485364K->1395797K(25152768K), 0.0828704 secs] [Times: user=0.91 sys=0.02, real=0.09 secs] 
2014-04-09T12:19:21.267+0900: 24.268: [GC (Allocation Failure) 24.268: [ParNew: 118016K->13056K(118016K), 0.0784588 secs] 1500757K->1413134K(25152768K), 0.0788424 secs] [Times: user=0.84 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:21.422+0900: 24.423: [GC (Allocation Failure) 24.423: [ParNew: 118016K->13056K(118016K), 0.0827171 secs] 1518094K->1429768K(25152768K), 0.0830920 secs] [Times: user=0.90 sys=0.02, real=0.09 secs] 
2014-04-09T12:19:21.588+0900: 24.589: [GC (Allocation Failure) 24.589: [ParNew: 117828K->13056K(118016K), 0.0810859 secs] 1534540K->1445957K(25152768K), 0.0814656 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:21.749+0900: 24.750: [GC (Allocation Failure) 24.750: [ParNew: 118016K->13056K(118016K), 0.0762321 secs] 1550917K->1461882K(25152768K), 0.0766085 secs] [Times: user=0.80 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:21.904+0900: 24.905: [GC (Allocation Failure) 24.905: [ParNew: 118016K->13056K(118016K), 0.0818010 secs] 1566842K->1479905K(25152768K), 0.0821764 secs] [Times: user=0.87 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:22.061+0900: 25.063: [GC (Allocation Failure) 25.063: [ParNew: 118016K->13056K(118016K), 0.0716326 secs] 1584865K->1494993K(25152768K), 0.0720150 secs] [Times: user=0.76 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:22.208+0900: 25.209: [GC (Allocation Failure) 25.209: [ParNew: 118016K->13056K(118016K), 0.0785100 secs] 1599953K->1512311K(25152768K), 0.0788874 secs] [Times: user=0.84 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:22.361+0900: 25.362: [GC (Allocation Failure) 25.362: [ParNew: 118016K->13056K(118016K), 0.0787397 secs] 1617271K->1528860K(25152768K), 0.0791164 secs] [Times: user=0.85 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:22.521+0900: 25.522: [GC (Allocation Failure) 25.522: [ParNew: 118016K->13056K(118016K), 0.0826831 secs] 1633820K->1546097K(25152768K), 0.0830577 secs] [Times: user=0.89 sys=0.01, real=0.09 secs] 
2014-04-09T12:19:22.677+0900: 25.678: [GC (Allocation Failure) 25.678: [ParNew: 118016K->13056K(118016K), 0.0772999 secs] 1651057K->1563649K(25152768K), 0.0776796 secs] [Times: user=0.83 sys=0.03, real=0.08 secs] 
2014-04-09T12:19:22.835+0900: 25.836: [GC (Allocation Failure) 25.836: [ParNew: 118016K->13056K(118016K), 0.0790340 secs] 1668609K->1578909K(25152768K), 0.0793710 secs] [Times: user=0.84 sys=0.03, real=0.08 secs] 
2014-04-09T12:19:22.990+0900: 25.991: [GC (Allocation Failure) 25.992: [ParNew: 118016K->13056K(118016K), 0.0713328 secs] 1683869K->1596593K(25152768K), 0.0716673 secs] [Times: user=0.73 sys=0.01, real=0.07 secs] 
2014-04-09T12:19:23.144+0900: 26.145: [GC (Allocation Failure) 26.145: [ParNew: 118016K->13056K(118016K), 0.0758853 secs] 1701553K->1612824K(25152768K), 0.0762160 secs] [Times: user=0.81 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:23.297+0900: 26.298: [GC (Allocation Failure) 26.298: [ParNew: 118016K->13056K(118016K), 0.0756571 secs] 1717784K->1628431K(25152768K), 0.0759890 secs] [Times: user=0.80 sys=0.01, real=0.07 secs] 
2014-04-09T12:19:23.449+0900: 26.450: [GC (Allocation Failure) 26.450: [ParNew: 118016K->13056K(118016K), 0.0752891 secs] 1733391K->1646068K(25152768K), 0.0756223 secs] [Times: user=0.81 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:23.604+0900: 26.605: [GC (Allocation Failure) 26.606: [ParNew: 118016K->13056K(118016K), 0.0749333 secs] 1751028K->1663654K(25152768K), 0.0752707 secs] [Times: user=0.80 sys=0.02, real=0.07 secs] 
2014-04-09T12:19:23.752+0900: 26.753: [GC (Allocation Failure) 26.753: [ParNew: 118016K->13056K(118016K), 0.0827023 secs] 1768614K->1679480K(25152768K), 0.0830351 secs] [Times: user=0.90 sys=0.01, real=0.09 secs] 
2014-04-09T12:19:23.914+0900: 26.915: [GC (Allocation Failure) 26.915: [ParNew: 118016K->13056K(118016K), 0.0820714 secs] 1784440K->1699233K(25152768K), 0.0824044 secs] [Times: user=0.90 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:24.079+0900: 27.080: [GC (Allocation Failure) 27.080: [ParNew: 118016K->13056K(118016K), 0.0746266 secs] 1804193K->1719716K(25152768K), 0.0750044 secs] [Times: user=0.84 sys=0.02, real=0.08 secs] 
2014-04-09T12:19:24.225+0900: 27.227: [GC (Allocation Failure) 27.227: [ParNew: 118016K->13056K(118016K), 0.0786043 secs] 1824676K->1734600K(25152768K), 0.0789813 secs] [Times: user=0.90 sys=0.01, real=0.08 secs] 
2014-04-09T12:19:24.378+0900: 27.379: [GC (Allocation Failure) 27.379: [ParNew: 118016K->13056K(118016K), 0.0799944 secs] 1839560K->1751955K(25152768K), 0.0803740 secs] [Times: user=0.86 sys=0.01, real=0.08 secs] 
